RuleFit-Bin Results  (467 XGBoost-bin features: 126 ctx + 341 diff)
Accuracy: 0.5884  |  Weighted Acc: 0.6440  |  F1: 0.4359  |  AUC: 0.7614
Non-zero terms: 495  (52 rules, 443 linear terms)

Rank  Type           Coef   Importance   Support  Rule
398   linear      -0.0093       0.0045     1.000  ctx_391_i am a / i'm a
399   linear      -0.0110       0.0045     1.000  ctx_631_to be
400   linear      -0.0096       0.0044     1.000  ctx_2396_of using
401   linear      +0.0097       0.0044     1.000  ctx_56_change or effect
402   linear      +0.0056       0.0044     1.000  diff_10737_phrases like "by step"
403   linear      -0.0100       0.0043     1.000  ctx_904
404   linear      +0.0093       0.0042     1.000  ctx_1899_is the
405   rule        +0.0093       0.0041     0.743  diff_1170_math and trick questions > -0.5 and diff_1970_3d, 4chan, 9gag > -0.5
406   linear      -0.0081       0.0040     1.000  ctx_794_don't be boring, messy code
407   linear      +0.0084       0.0040     1.000  ctx_110_when followed by a condition
408   linear      +0.0048       0.0040     1.000  diff_83
409   linear      -0.0080       0.0040     1.000  ctx_10737_phrases like "by step"
410   linear      +0.0088       0.0039     1.000  ctx_1160_following prepositions
411   linear      +0.0063       0.0039     1.000  diff_3338_number followed by plus
412   linear      -0.0085       0.0039     1.000  diff_6929_anger and related emotions
413   linear      -0.0053       0.0039     1.000  diff_1171
414   linear      +0.0089       0.0039     1.000  ctx_14204_easy to use/understand/read
415   linear      -0.0082       0.0039     1.000  ctx_6524_starts questions
416   linear      -0.0077       0.0038     1.000  ctx_240
417   rule        +0.0109       0.0037     0.865  diff_1531_discovery and revelation > -0.5
418   rule        +0.0082       0.0036     0.265  diff_83 > 0.5 and diff_1497_question mark > -0.5 and diff_3142_asking about who <= 0.5
419   linear      -0.0125       0.0036     1.000  ctx_11979_sexual and explicit themes
420   linear      -0.0056       0.0036     1.000  diff_4366_80
421   linear      +0.0048       0.0035     1.000  diff_928_you are / you can / i will
422   linear      -0.0071       0.0034     1.000  ctx_1878_mathematical calculations
423   linear      +0.0071       0.0034     1.000  diff_2315_you probably use
424   linear      -0.0047       0.0034     1.000  diff_1781
425   linear      +0.0080       0.0033     1.000  ctx_1113_book titles and stories
426   linear      -0.0067       0.0032     1.000  ctx_465
427   linear      -0.0043       0.0031     1.000  diff_162
428   linear      +0.0061       0.0030     1.000  ctx_606
429   linear      -0.0038       0.0030     1.000  diff_1315
430   linear      -0.0067       0.0029     1.000  ctx_5_list items and punctuation
431   linear      -0.0067       0.0029     1.000  ctx_30_specific word pairs
432   rule        -0.0106       0.0028     0.077  diff_641_asking questions and seeking context <= -0.5 and diff_2007_numerical time durations > -0.5 and diff_11566_analogy > -0.5 and diff_12705_never > -0.5
433   linear      +0.0052       0.0028     1.000  diff_894_past time references
434   linear      +0.0057       0.0028     1.000  ctx_2346_filling blanks or correcting sentences
435   linear      +0.0063       0.0027     1.000  ctx_143_overall system complexities
436   rule        -0.0071       0.0027     0.180  diff_444_values, feelings, judgments <= -0.5 and diff_1531_discovery and revelation <= 0.5
437   linear      +0.0042       0.0027     1.000  diff_717
438   linear      -0.0060       0.0027     1.000  ctx_1275
439   linear      +0.0057       0.0027     1.000  ctx_2003
440   rule        +0.0057       0.0027     0.324  diff_436 > -0.5 and diff_604_harmful unethical behavior <= 0.5 and diff_641_asking questions and seeking context > -0.5 and diff_951 > -0.5 and diff_1874_will tell or disclose <= 0.5 and diff_2007_numerical time durations > -0.5 and diff_11566_analogy > -0.5 and diff_12705_never > -0.5
441   linear      -0.0039       0.0026     1.000  diff_2919_introducing specific nouns
442   rule        +0.0076       0.0026     0.135  diff_3669_video content and analysis > 0.5
443   linear      +0.0079       0.0026     1.000  diff_1227_professional presentations and conferences
444   linear      -0.0050       0.0025     1.000  ctx_838_tokyo, help, start
445   linear      +0.0057       0.0025     1.000  ctx_12070_female identity and womanhood
446   rule        -0.0069       0.0025     0.850  diff_538_regulation, risk, and governance <= 0.5
447   linear      -0.0062       0.0024     1.000  diff_469_year onward
448   linear      +0.0049       0.0024     1.000  ctx_433
449   linear      -0.0048       0.0023     1.000  diff_2135_areas for improvement or concern
450   linear      +0.0047       0.0023     1.000  ctx_184_asking about
451   linear      +0.0054       0.0023     1.000  diff_10362_man descriptions
452   linear      +0.0033       0.0023     1.000  diff_12139_questions and technical topics
453   linear      -0.0069       0.0022     1.000  ctx_22_units of measurement
454   linear      +0.0043       0.0021     1.000  ctx_1342_ignoring you
455   linear      -0.0034       0.0021     1.000  diff_1214
456   linear      +0.0053       0.0021     1.000  ctx_155_It's important/crucial/not
457   linear      -0.0023       0.0021     1.000  diff_171_negative emotions or events
458   linear      +0.0036       0.0021     1.000  diff_1725
459   rule        -0.0071       0.0021     0.092  diff_1970_3d, 4chan, 9gag <= -0.5
460   rule        +0.0055       0.0020     0.150  diff_538_regulation, risk, and governance > 0.5
461   linear      +0.0041       0.0019     1.000  ctx_1966_unexpected things
462   linear      +0.0037       0.0018     1.000  ctx_1068_technical terms and concepts
463   linear      -0.0048       0.0018     1.000  diff_3676_incredible, astounding, unparalleled descriptions
464   rule        +0.0066       0.0017     0.927  diff_5200_recognizing or noticing > -0.5
465   rule        +0.0046       0.0017     0.163  diff_2987 > 0.5
466   linear      +0.0036       0.0017     1.000  ctx_16357_Paste Special, ride is, Taste is
467   linear      -0.0034       0.0017     1.000  ctx_73_false
468   linear      -0.0026       0.0016     1.000  diff_2982_a followed by specific nouns
469   linear      +0.0035       0.0016     1.000  ctx_264_would be
470   linear      -0.0033       0.0016     1.000  ctx_444_values, feelings, judgments
471   linear      -0.0021       0.0016     1.000  diff_345
472   linear      -0.0025       0.0016     1.000  diff_1494
473   rule        +0.0038       0.0015     0.193  diff_234 <= 0.5 and diff_2892_instructions or problem context <= -0.5
474   linear      -0.0017       0.0015     1.000  diff_229
475   rule        -0.0044       0.0015     0.127  diff_11566_analogy <= -0.5 and diff_12705_never > -0.5
476   linear      -0.0031       0.0013     1.000  ctx_1653_how things work
477   linear      +0.0018       0.0012     1.000  diff_652_words of quantity
478   linear      -0.0018       0.0011     1.000  diff_6863_boundingVolume and bindingMode.OneWay
479   linear      +0.0017       0.0011     1.000  diff_1176_load balancer
480   linear      -0.0022       0.0010     1.000  ctx_379_pronoun followed by a verb
481   linear      +0.0013       0.0010     1.000  diff_760
482   linear      +0.0019       0.0010     1.000  ctx_1076_the
483   linear      -0.0023       0.0009     1.000  ctx_1285_Accelerated, Generative, Elaborately
484   linear      +0.0015       0.0009     1.000  diff_261
485   linear      +0.0019       0.0008     1.000  ctx_5040_won't work or do
486   linear      -0.0016       0.0007     1.000  ctx_347
487   linear      +0.0010       0.0007     1.000  diff_399
488   linear      -0.0008       0.0007     1.000  diff_181
489   linear      +0.0012       0.0006     1.000  ctx_728_consciousness
490   linear      -0.0011       0.0004     1.000  ctx_1024_positive qualities and capabilities
491   linear      +0.0008       0.0003     1.000  diff_3092_seeing and noticing
492   linear      +0.0005       0.0002     1.000  ctx_1093_questions auxiliary verbs
493   linear      -0.0003       0.0001     1.000  ctx_1119_made people or individuals
494   linear      +0.0002       0.0001     1.000  diff_773
495   linear      -0.0003       0.0001     1.000  ctx_472
